1,pair_number,pair_label,point_index,pt2d_u,pt2d_v,pt3d_x,pt3d_y,pt3d_z,reproj_u,reproj_v,error_px
4k_Manual_100pts,11,Pair 11,3,1131,947,0.563111663,3.766828537,-1.215848684,1137.50303,928.8303475,19.2983335
4k_Manual_100pts,11,Pair 11,4,1330,973,1.157888412,3.618514299,-1.222074389,1338.889269,951.6385784,23.13718742
4k_Manual_100pts,12,Pair 12,1,1124,744,0.719046295,4.959563732,-0.805146515,1137.478741,736.4465464,15.45092646
4k_Manual_100pts,12,Pair 12,2,992,739,0.125852913,4.774870396,-0.772687078,996.7051004,734.3447686,6.618848042
4k_Manual_100pts,12,Pair 12,3,986,853,0.103377804,4.724350452,-1.20206964,991.1089119,844.0040623,10.3454278
4k_Manual_100pts,12,Pair 12,4,1121,853,0.693334997,4.934185505,-1.247586966,1132.437196,844.3230998,14.35611548
4k_Manual_100pts,13,Pair 13,1,1329,927,0.840417683,2.665266752,-0.774264157,1317.673892,896.530562,32.50642062
4k_Manual_100pts,13,Pair 13,2,1080,873,0.279837459,2.90625453,-0.75943017,1069.139867,856.6747531,19.60755426
4k_Manual_100pts,13,Pair 13,3,1057,1066,0.23549521,2.832612276,-1.180762529,1053.83634,1036.123023,30.04400941
4k_Manual_100pts,14,Pair 14,1,1477,541,1.214520335,2.824749708,0.063695192,1455.618652,539.7617576,21.41717221
4k_Manual_100pts,14,Pair 14,2,1216,524,0.644572496,3.027292728,0.089092061,1203.851392,527.746325,12.71312844
4k_Manual_100pts,14,Pair 14,3,1207,698,0.614379764,2.955450058,-0.343248039,1196.823973,693.2167052,11.24417364
4k_Manual_100pts,14,Pair 14,4,1470,726,1.192061186,2.809343576,-0.360411644,1448.08555,712.6775183,25.64627899
4k_Manual_100pts,15,Pair 15,1,1151,513,0.388175249,2.445595026,0.101069145,1134.297518,523.8736732,19.93011942
4k_Manual_100pts,15,Pair 15,2,870,498,-0.212956175,2.435207605,0.130796671,863.5583415,509.3835268,13.07974188
4k_Manual_100pts,15,Pair 15,3,856,702,-0.241929248,2.398650885,-0.298250467,847.78185,704.1439909,8.493214132
4k_Manual_100pts,15,Pair 15,4,1142,728,0.379656255,2.466568708,-0.340950578,1128.891081,721.5350498,14.61640674
4k_Manual_100pts,16,Pair 16,1,835,500,-0.327681899,2.767223358,0.134366259,829.5294743,508.6630785,10.24575919
4k_Manual_100pts,16,Pair 16,2,578,486,-0.924859047,2.685894012,0.173277065,577.0041534,491.0290819,5.126731404
4k_Manual_100pts,16,Pair 16,3,562,675,-0.945581436,2.66767478,-0.24984476,564.8147678,667.0078941,8.473291843
4k_Manual_100pts,16,Pair 16,4,827,687,-0.354476452,2.784894466,-0.292012721,818.7067509,678.3764814,11.9642406
4k_Manual_100pts,17,Pair 17,1,1257,508,0.451711208,1.878951311,0.099756002,1212.005253,526.2882714,48.56941589
4k_Manual_100pts,17,Pair 17,2,879,776,-0.152493805,1.833010912,-0.30822894,865.6831744,758.9502636,21.63403232
4k_Manual_100pts,17,Pair 17,3,1256,791,0.458713055,1.911621571,-0.331564724,1212.515017,768.2301418,49.08574341
4k_Manual_100pts,18,Pair 18,1,1530,512,0.907741845,1.967763662,0.111677781,1462.509392,520.477507,68.02095484
4k_Manual_100pts,18,Pair 18,2,1504,775,0.875229418,1.966832638,-0.318891615,1443.421572,759.9308285,62.4245614
4k_Manual_100pts,19,Pair 19,1,1818,546,1.282537222,1.814601898,0.068482079,1727.850674,547.6184034,90.16385187
4k_Manual_100pts,19,Pair 19,2,1417,518,0.793267787,2.119339943,0.10523472,1369.621166,523.421956,47.68806478
4k_Manual_100pts,19,Pair 19,3,1393,764,0.763306797,2.12741375,-0.328383088,1352.074706,747.4511029,44.14459944
4k_Manual_100pts,19,Pair 19,4,1791,834,1.255433321,1.793434978,-0.359509081,1714.664032,806.5608323,81.1177411
4k_Manual_100pts,22,Pair 22,1,1530,820,0.862586677,1.829873562,-0.345283777,1466.162633,791.2266625,70.02224217
4k_Manual_100pts,22,Pair 22,2,982,904,0.014975999,1.688659787,-0.477302015,960.7395117,883.1109449,29.80538516
